time,latitude,longitude,depth,magnitude,magnitude_type,latitude_error,longitude_error,depth_error,time_error,magnitude_2,magnitude_2_type,event_type,hypo_method,hypo_precision,y,x,z,rupture_length,is_main_event,distance_to_main
2016-12-28 21:38:49.400000,36.72016666666667,140.57416666666666,10.84,6.3,D,0.0018333333333333,0.0038333333333333,0.54,0.04,5.9,W,earthquake,depth free,high manual,199.33407616629611,426.74826180928926,30.37096574396098,13.39676687425933,True,
2017-03-02 06:15:13.200000,36.93816666666666,140.59766666666667,18.04,0.5,V,0.0023333333333333,0.0038333333333333,0.68,0.08,,,earthquake,depth free,middle auto,223.40889261322667,427.056932853533,38.20951508577685,,False,25.320642182832458
2017-03-02 07:01:58.670000,36.85933333333333,140.57683333333333,8.58,1.0,V,0.0013333333333333,0.003,0.51,0.03,,,earthquake,depth free,middle auto,214.82777284367057,426.37802014203635,28.445688707355544,,False,15.617247109856935
2017-03-02 07:26:06.900000,36.74933333333333,140.59166666666667,7.68,1.4,V,0.001,0.0018333333333333,0.27,0.03,,,earthquake,depth free,middle manual,202.71599947911224,428.37640472775104,27.40280958963183,,False,4.78520695615022
2017-03-02 07:26:12.750000,36.747,140.59366666666668,8.12,2.2,V,0.0011666666666666,0.0023333333333333,0.34,0.03,,,earthquake,depth free,high manual,202.45577444114997,428.5331698009271,27.85017114151634,,False,4.391503396964669
2017-03-02 07:26:18,36.74666666666667,140.59033333333335,8.39,2.8,V,0.0016666666666666,0.0038333333333333,0.52,0.04,,,earthquake,depth free,high manual,202.3980940910043,428.2190865904235,28.09567801555823,,False,4.090044697402688
2017-03-02 07:32:32.950000,36.752833333333335,140.598,8.12,0.8,V,0.0013333333333333,0.0031666666666666,0.43,0.03,,,earthquake,depth free,middle auto,203.1214842951232,428.8844180828256,27.892498394882804,,False,5.005039895916994
2017-03-02 07:52:21.620000,36.74766666666667,140.586,8.34,1.4,V,0.002,0.0038333333333333,0.6,0.04,,,earthquake,depth free,middle auto,202.49131760251407,427.8333203054046,28.018198262929683,,False,4.084242922055695
2017-03-02 07:53:50.150000,36.74283333333334,140.60083333333333,14.82,1.3,V,0.0081666666666666,0.0141666666666666,1.75,0.19,,,earthquake,depth free,middle auto,201.8707248170911,428.6800402593336,34.56927246225487,,False,5.271824509456606
2017-03-02 08:30:50.160000,36.74516666666667,140.592,7.92,0.6,V,0.0011666666666666,0.0023333333333333,0.35,0.03,,,earthquake,depth free,middle auto,202.24983882027485,428.4110033489969,27.63542510589301,,False,4.3300766580659795
2017-03-02 09:02:24.600000,36.70216666666667,140.64983333333333,4.79,0.6,V,0.0015,0.0034999999999999,0.6,0.04,,,earthquake,depth free,middle auto,197.80425624253465,434.0207873958164,24.82554868850218,,False,9.2726278758938
2017-03-02 09:46:43.690000,36.7025,140.6395,6.24,1.5,V,0.0021666666666666,0.0043333333333333,0.89,0.05,,,earthquake,depth free,middle auto,197.76340161125367,432.9907545715892,26.199746318958603,,False,7.670384992732904
