time,latitude,longitude,depth,magnitude,magnitude_type,latitude_error,longitude_error,depth_error,time_error,magnitude_2,magnitude_2_type,event_type,hypo_method,hypo_precision,y,x,z,rupture_length,is_main_event,distance_to_main
2005-11-22 00:36:31.800000,30.947166666666668,130.3371666666667,145.69,6.0,D,0.006,0.0111666666666666,1.12,0.13,6.0,V,earthquake,depth free,high manual,-426.6806713976485,-507.0841820316659,180.27163901937112,8.3176377110267,True,
2000-01-12 02:56:56.890000,30.88,130.36283333333333,131.26,2.3,V,0.0063333333333333,0.0098333333333333,1.3,0.15,,,earthquake,depth free,high manual,-435.2115022831641,-506.09959342521074,166.35763579180676,,False,16.35065674943671
2000-01-14 10:29:34.210000,30.892,130.355,134.02,2.2,V,0.0138333333333333,0.0198333333333333,2.85,0.33,,,earthquake,depth free,high manual,-433.65405021560673,-506.5655937164105,169.0441997170734,,False,13.226955026242711
2000-02-04 02:58:04.560000,31.087,130.2835,148.42,1.8,V,0.0156666666666666,0.033,2.07,0.26,,,earthquake,depth free,high manual,-411.07403777721424,-511.1069544605905,182.11457996000985,,False,16.221779874232887
2000-02-04 10:22:54.780000,31.079833333333333,130.41683333333333,145.44,1.9,V,0.0106666666666666,0.0136666666666666,1.82,0.22,,,earthquake,depth free,high manual,-412.7536539697233,-499.0032212090062,178.36838393597725,,False,16.213763356098337
2000-02-06 10:24:36.250000,31.013666666666666,130.33333333333334,147.62,2.8,V,0.0055,0.0091666666666666,1.1,0.13,,,earthquake,depth free,high manual,-419.3207427933613,-506.9428237957467,181.6331071078397,,False,7.486128944052797
2000-04-01 01:57:43.430000,31.001,130.32466666666667,147.6,3.3,V,0.005,0.0083333333333333,0.98,0.12,,,earthquake,depth free,high manual,-420.6475448805198,-507.81618449957415,181.77856163235975,,False,6.261410300103486
2000-05-06 23:27:12.800000,31.071833333333338,130.2545,149.94,1.5,V,0.0135,0.017,2.59,0.31,,,earthquake,depth free,high manual,-412.4494117266971,-513.7646994106935,183.9426818731925,,False,16.14418223101222
2000-05-15 06:38:50.590000,31.02283333333333,130.29483333333334,147.94,2.3,V,0.0066666666666666,0.0101666666666666,1.21,0.15,,,earthquake,depth free,high manual,-418.1071836496,-510.43991589407415,182.11733037831488,,False,9.390006310633158
2000-06-08 06:47:37.110000,30.902666666666665,130.358,133.1,1.3,V,0.0123333333333333,0.0185,2.24,0.26,,,earthquake,depth free,high manual,-432.5855994311638,-506.2956605165266,168.01516849349602,,False,13.627582728146534
2000-06-08 17:44:54.230000,30.8865,130.26783333333336,146.85,2.2,V,0.0106666666666666,0.0191666666666666,1.95,0.23,,,earthquake,depth free,high manual,-432.7932812906003,-513.7641072813534,182.40739726059977,,False,9.303056718616812
2000-06-18 00:58:03.890000,30.887666666666668,130.31983333333332,143.3,2.5,V,0.0083333333333333,0.0125,1.45,0.18,,,earthquake,depth free,high manual,-433.21452416560135,-509.186994434945,178.53374693109217,,False,7.080488747761152
