time,latitude,longitude,depth,magnitude,magnitude_type,latitude_error,longitude_error,depth_error,time_error,magnitude_2,magnitude_2_type,event_type,hypo_method,hypo_precision,y,x,z,rupture_length,is_main_event,distance_to_main
2024-04-02 04:24:39,40.1335,141.713,70.81,6.0,D,0.006,0.0113333333333333,1.03,0.13,5.9,W,earthquake,depth free,high manual,577.5001603516957,497.7416215976307,116.4934511968869,8.3176377110267,True,
2014-05-06 02:05:13.380000,40.01533333333333,141.754,71.61,0.6,V,0.0046666666666666,0.0098333333333333,0.86,0.11,,,earthquake,depth free,high manual,564.7176060897849,501.97703314022976,116.62253596330189,,False,13.46659078129267
2014-05-11 06:52:53.600000,40.19616666666666,141.7625,67.78,0.9,V,0.0041666666666666,0.0068333333333333,0.67,0.09,,,earthquake,depth free,high manual,584.8599731178358,501.67676200103347,114.4092734384486,,False,8.60209107577339
2014-06-05 09:33:06.960000,40.14683333333333,141.5635,75.85,0.8,V,0.0056666666666666,0.0091666666666666,0.87,0.11,,,earthquake,depth free,high manual,577.7940330025735,484.71918446411024,120.45360648903332,,False,13.614443064971162
2014-06-13 06:18:39.950000,40.166,141.80883333333335,58.68,1.3,V,0.0036666666666666,0.0066666666666666,0.62,0.08,,,earthquake,depth free,high manual,582.5559148995352,506.5852161819033,105.48595229963962,,False,14.997828215840974
2014-07-18 19:41:51.980000,40.1305,141.6385,75.93,0.5,V,0.0063333333333333,0.0098333333333333,0.96,0.13,,,earthquake,depth free,high manual,576.3740138051952,491.0931413204422,120.9710674154665,,False,8.094414311193018
2014-07-26 14:39:46.240000,40.169,141.79133333333334,58.84,0.5,V,0.004,0.0083333333333333,0.72,0.09,,,earthquake,depth free,high manual,582.7813681865957,505.08438724519647,105.53138002668452,,False,14.211768640498736
2014-07-28 03:16:35.830000,40.16516666666666,141.7965,58.64,0.6,V,0.0045,0.0083333333333333,0.79,0.1,,,earthquake,depth free,high manual,582.4045330604108,505.56329578199586,105.34113286584378,,False,14.477764429264425
2014-07-30 14:14:39.100000,40.1695,141.794,60.95,3.1,V,0.0041666666666666,0.008,0.69,0.09,,,earthquake,depth free,high manual,582.6735942604087,505.11584777231326,107.651027987107,,False,12.622681106011056
2014-08-10 12:15:59.950000,40.16383333333333,141.80683333333334,59.02,1.5,V,0.0038333333333333,0.0069999999999999,0.66,0.09,,,earthquake,depth free,high manual,582.2798314237881,506.40393370573577,105.78900693249088,,False,14.576214653509368
2014-08-16 11:56:44.860000,40.16333333333333,141.79816666666667,58.74,0.7,V,0.0038333333333333,0.0068333333333333,0.65,0.09,,,earthquake,depth free,high manual,582.203852059879,505.7076401433113,105.43796948298372,,False,14.415472350298028
2014-08-18 09:14:36.840000,40.16766666666666,141.7935,57.55,0.6,V,0.0041666666666666,0.0078333333333333,0.73,0.1,,,earthquake,depth free,high manual,582.7540953955498,505.3905171741881,104.2568217067516,,False,15.357230813690562
2014-08-23 22:27:06.650000,40.18066666666667,141.55316666666667,73.22,0.5,V,0.0071666666666666,0.0116666666666666,1.11,0.14,,,earthquake,depth free,high manual,581.6608748850392,483.8379594366766,118.05254421059442,,False,14.596374136727015
2014-09-08 04:26:59.730000,40.165,141.80550000000002,58.63,1.2,V,0.0038333333333333,0.0069999999999999,0.65,0.09,,,earthquake,depth free,high manual,582.4333594461336,506.31837099183946,105.40128422002932,,False,14.863823590143724
2014-09-16 05:06:20.880000,40.16216666666666,141.80016666666668,57.75,0.5,V,0.0041666666666666,0.0083333333333333,0.75,0.1,,,earthquake,depth free,high manual,582.1688584879555,505.9719828353156,104.46130175321608,,False,15.307129339792285
2014-09-26 07:31:56.270000,40.27933333333333,141.7408333333333,69.99,2.9,V,0.0038333333333333,0.0068333333333333,0.59,0.08,,,earthquake,depth free,high manual,593.6607006277532,499.05127822114974,117.15310133730044,,False,16.226934423770526
2014-10-02 00:04:50.240000,40.16083333333333,141.80516666666668,58.99,0.9,V,0.0038333333333333,0.0069999999999999,0.67,0.09,,,earthquake,depth free,high manual,581.945037236331,506.28982636518145,105.72038878690512,,False,14.45294464657307
2014-10-06 20:19:27.230000,40.16533333333333,141.79916666666668,59.98,2.7,V,0.0034999999999999,0.0066666666666666,0.61,0.08,,,earthquake,depth free,high manual,582.3246560826392,505.6657359502695,106.69370718067223,,False,13.494529636668446
2014-10-06 21:40:34.860000,40.17083333333333,141.79216666666667,58.6,0.7,V,0.0045,0.0078333333333333,0.85,0.11,,,earthquake,depth free,high manual,583.0065882720739,505.16164834786406,105.31545523496249,,False,14.502590773420378
2014-10-08 03:48:47.400000,40.16366666666666,141.80866666666668,58.14,0.6,V,0.0041666666666666,0.0083333333333333,0.72,0.1,,,earthquake,depth free,high manual,582.3444291454284,506.6370778976988,104.92875468523654,,False,15.373297900545998
2014-10-09 14:41:21.320000,40.16283333333333,141.806,59.35,2.0,V,0.0036666666666666,0.0069999999999999,0.63,0.08,,,earthquake,depth free,high manual,582.1384408088572,506.312336330772,106.10137863820492,,False,14.24661253425117
2014-10-15 09:28:14.770000,40.17083333333333,141.7985,59.01,1.5,V,0.004,0.0071666666666666,0.68,0.09,,,earthquake,depth free,high manual,583.0048470694785,505.6549252143889,105.77265338679578,,False,14.417262419640819
2014-10-28 10:08:35.810000,40.162,141.7965,58.74,0.9,V,0.0045,0.0085,0.71,0.1,,,earthquake,depth free,high manual,582.0491848301134,505.5782557829525,105.4133587850333,,False,14.313451956639025
2014-11-20 22:37:07.830000,40.16283333333333,141.80633333333336,58.97,1.2,V,0.004,0.0075,0.68,0.09,,,earthquake,depth free,high manual,582.1718564313221,506.37411506928015,105.72687324259353,,False,14.569278933576056
2014-12-02 06:41:47.840000,40.16833333333333,141.8015,59.3,1.6,V,0.0036666666666666,0.0066666666666666,0.62,0.08,,,earthquake,depth free,high manual,582.7221068826508,505.8988774450479,106.06294532052644,,False,14.233938364667942
2014-12-05 07:19:10.800000,40.15983333333333,141.79966666666667,59.32,2.2,V,0.0038333333333333,0.0073333333333333,0.67,0.09,,,earthquake,depth free,high manual,581.7796766544598,505.80783535458767,105.99569119430669,,False,13.91333997393573
2014-12-05 19:12:49.200000,40.16483333333333,141.8035,58.22,1.1,V,0.0034999999999999,0.0065,0.64,0.08,,,earthquake,depth free,high manual,582.4390281881589,506.1888669856973,104.97703323267145,,False,15.112122712536689
2014-12-18 12:09:56.930000,40.17016666666667,141.79316666666668,58.94,0.7,V,0.0051666666666666,0.0101666666666666,1.02,0.13,,,earthquake,depth free,high manual,582.9102622305779,505.22005944815146,105.65514717691144,,False,14.23604822460933
2014-12-25 17:06:27.740000,40.17116666666666,141.80166666666668,58.95,1.6,V,0.0043333333333333,0.0075,0.73,0.1,,,earthquake,depth free,high manual,583.0626556644382,505.92263907256824,105.7411022641014,,False,14.611071439216543
2014-12-27 07:34:54.680000,40.16666666666666,141.80433333333335,58.75,0.9,V,0.0043333333333333,0.0078333333333333,0.76,0.1,,,earthquake,depth free,high manual,582.5999753487778,506.19749170335785,105.52534200936242,,False,14.758362761460097
2015-01-02 21:54:08.600000,40.16866666666667,141.79716666666667,59.78,2.6,V,0.0036666666666666,0.0069999999999999,0.63,0.08,,,earthquake,depth free,high manual,582.6962798547387,505.4911456990112,106.5077897916844,,False,13.666316818628626
2015-01-17 01:14:46.570000,40.04783333333333,141.85866666666666,75.96,1.2,V,0.0041666666666666,0.0091666666666666,0.72,0.1,,,earthquake,depth free,high manual,568.4562977935954,510.0966295776809,122.0410476646115,,False,16.285376837077656
2015-02-10 21:39:25.540000,40.17183333333333,141.79633333333334,58.15,0.6,V,0.0036666666666666,0.0073333333333333,0.66,0.09,,,earthquake,depth free,high manual,583.175165615406,505.5427390052057,104.91043890547564,,False,15.074126551574809
2015-03-25 06:26:25.880000,40.021166666666666,141.62583333333333,68.55,1.0,V,0.0055,0.009,0.94,0.12,,,earthquake,depth free,high manual,564.9563190959406,491.4745586281456,112.63093032691854,,False,14.544521277237632
2015-04-07 04:12:55.990000,40.16666666666666,141.79166666666666,59.33,0.9,V,0.0038333333333333,0.0068333333333333,0.63,0.08,,,earthquake,depth free,high manual,582.48649264218,505.0862354358328,106.00042843178252,,False,13.744467573988985
2015-04-16 07:50:30.220000,40.16016666666667,141.79483333333334,58.86,0.9,V,0.004,0.0073333333333333,0.69,0.09,,,earthquake,depth free,high manual,581.82972493295,505.4419464709922,105.50359371638513,,False,14.100251772940148
2015-05-19 23:14:48.960000,40.17016666666667,141.79216666666667,59.17,2.0,V,0.0038333333333333,0.0066666666666666,0.62,0.08,,,earthquake,depth free,high manual,582.8859163008894,505.11593959774734,105.87549373644346,,False,14.004569030959374
2015-05-22 05:28:40.820000,40.165,141.78683333333333,59.17,0.6,V,0.0053333333333333,0.0106666666666666,0.87,0.12,,,earthquake,depth free,high manual,582.2924382039391,504.7087011704025,105.78906534718992,,False,13.641480902219875
2015-07-07 00:38:38.700000,40.16033333333333,141.8005,58.82,0.6,V,0.0041666666666666,0.0071666666666666,0.69,0.09,,,earthquake,depth free,high manual,581.8804316945099,505.91834017417034,105.51031134972064,,False,14.37619089394053
2015-09-01 15:15:25.100000,40.25333333333333,141.74366666666666,70.0,0.8,V,0.005,0.0078333333333333,0.64,0.09,,,earthquake,depth free,high manual,590.8305543852013,499.481000100874,116.95850504576616,,False,13.451435527423149
2015-10-21 04:27:59.970000,40.038,141.7465,68.46,3.0,V,0.0034999999999999,0.0063333333333333,0.62,0.08,,,earthquake,depth free,high manual,567.4145018616804,501.4598169787366,113.62349459122824,,False,11.125741997173055
2015-11-23 13:10:35.490000,40.15133333333333,141.64266666666666,72.96,1.3,V,0.0041666666666666,0.0066666666666666,0.65,0.08,,,earthquake,depth free,high manual,578.9186085259868,491.5469919272663,118.23167651307246,,False,6.5883882115383114
2015-12-13 18:46:39.810000,40.14033333333333,141.80333333333334,70.04,1.9,V,0.0034999999999999,0.0063333333333333,0.57,0.08,,,earthquake,depth free,high manual,578.7717889490657,505.3055861065713,116.49904605073286,,False,7.670112755660888
2016-01-26 12:48:41.790000,40.07833333333333,141.61966666666666,71.49,3.3,V,0.0038333333333333,0.0061666666666666,0.63,0.08,,,earthquake,depth free,high manual,570.9413839235843,490.2862935180338,115.97812741065918,,False,9.943089238915013
2016-01-30 00:23:04.990000,40.1645,141.8085,58.11,0.5,V,0.0045,0.0078333333333333,0.77,0.1,,,earthquake,depth free,high manual,582.4373993730902,506.6195167242733,104.90476623059784,,False,15.410742041898528
2016-02-29 12:46:36.550000,40.17666666666666,141.7935,69.53,3.0,V,0.0036666666666666,0.0066666666666666,0.58,0.08,,,earthquake,depth free,high manual,582.7383169463822,504.25634202171653,116.22408659915288,,False,8.363756572316683
2016-03-13 02:48:56.810000,40.16383333333333,141.80700000000002,58.47,0.8,V,0.0034999999999999,0.0065,0.59,0.08,,,earthquake,depth free,high manual,582.3265818775656,506.46693890574966,105.24445056547556,,False,15.032149616014093
2016-03-21 15:13:49.130000,40.12983333333333,141.71533333333332,66.39,1.4,V,0.0045,0.0078333333333333,0.79,0.1,,,earthquake,depth free,high manual,577.4767746459041,498.35286204500267,112.09306293793986,,False,4.442699472755024
2016-03-24 02:31:49.610000,40.16966666666666,141.80100000000002,59.48,0.9,V,0.004,0.0071666666666666,0.67,0.09,,,earthquake,depth free,high manual,582.8505923046228,505.8309564657666,106.24901728612522,,False,14.107192734336097
