time,latitude,longitude,depth,magnitude,magnitude_type,latitude_error,longitude_error,depth_error,time_error,magnitude_2,magnitude_2_type,event_type,hypo_method,hypo_precision,y,x,z,rupture_length,is_main_event,distance_to_main
2012-08-25 23:16:17.440000,42.32783333333334,143.11066666666667,49.1,6.1,D,0.008,0.01,1.43,0.17,5.9,W,earthquake,depth free,high manual,827.3633090985085,596.0662529480788,129.93143593273422,9.749896377173856,True,
2011-06-21 06:28:23.320000,42.34166666666667,143.08883333333335,51.28,1.5,V,0.0083333333333333,0.0121666666666666,1.47,0.18,,,earthquake,depth free,high manual,828.475375395331,593.9445829423348,132.05590586370957,,False,3.2018037962093713
2011-07-03 11:35:29.960000,42.339333333333336,143.1105,49.74,2.6,V,0.0076666666666666,0.0116666666666666,1.49,0.17,,,earthquake,depth free,high manual,828.53989584516,595.8762483802806,130.7055399433437,,False,1.4211597825093187
2011-07-05 05:38:50.700000,42.316,143.00283333333334,48.46,3.4,V,0.0061666666666666,0.0076666666666666,1.15,0.13,3.4,d,earthquake,depth free,high manual,825.5006173077383,587.5266126626309,128.16590357434347,,False,8.916960324055108
2011-07-07 04:50:03.290000,42.34433333333334,143.12183333333334,49.35,1.4,V,0.0085,0.0133333333333333,1.5699999999999998,0.19,,,earthquake,depth free,high manual,829.2022351607311,596.784210321703,130.4875364368444,,False,2.050941155502647
2011-07-10 17:47:30.730000,42.299166666666665,143.03,50.62,3.1,V,0.0075,0.0093333333333333,1.2,0.15,,,earthquake,depth free,high manual,823.5619221262172,589.662524116552,130.33562681389677,,False,7.457992768114525
2011-07-31 05:27:59.980000,42.38333333333333,143.03716666666668,66.17,1.6,V,0.0076666666666666,0.0113333333333333,1.47,0.17,,,earthquake,depth free,high manual,830.8823575072653,587.8519417342985,146.8058069598239,,False,19.09458059188248
2011-07-31 23:21:26.640000,42.30483333333333,142.99633333333333,50.26,1.2,V,0.0069999999999999,0.0101666666666666,1.32,0.16,,,earthquake,depth free,high manual,824.0232500802592,586.9232690371732,129.7447002058898,,False,9.735759819970259
2011-08-03 06:22:36.370000,42.32183333333334,143.056,49.23,3.8,D,0.0069999999999999,0.009,1.23,0.14,4.0,V,earthquake,depth free,high manual,826.362378700517,591.6913495689621,129.4833974191781,,False,4.510252736583632
2011-08-13 12:45:17.470000,42.433,143.163,35.19,0.5,v,0.0069999999999999,0.0209999999999999,1.94,0.24,,,earthquake,depth free,high manual,840.8883995558739,600.7207922779302,118.01189763227777,,False,18.619027943184854
