time,latitude,longitude,depth,magnitude,magnitude_type,latitude_error,longitude_error,depth_error,time_error,magnitude_2,magnitude_2_type,event_type,hypo_method,hypo_precision,y,x,z,rupture_length,is_main_event,distance_to_main
2000-07-21 03:39:18.600000,36.52933333333333,141.11866666666668,49.37,6.4,J,0.0061666666666666,0.0173333333333333,1.85,0.15,6.2,D,earthquake,depth free,high manual,179.91945560200878,472.92737892483433,72.32297629967641,15.703628043335499,True,
2000-01-01 02:28:44.270000,36.64066666666667,141.0015,47.71,1.4,V,0.0106666666666666,0.026,2.25,0.22,,,earthquake,depth free,high manual,191.66263435400427,462.057925340338,69.99520088998113,,False,16.16990435298925
2000-01-02 00:10:40.900000,36.684,141.12116666666668,43.71,1.5,V,0.0066666666666666,0.0176666666666666,1.74,0.16,,,earthquake,depth free,high manual,197.09406499784183,472.66977972743115,66.98240564389549,,False,17.987641873667812
2000-01-02 13:03:13.650000,36.50833333333333,141.0785,50.43,1.4,V,0.008,0.0198333333333333,1.97,0.19,,,earthquake,depth free,high manual,177.3936715353134,469.4238484850299,73.04391007343754,,False,4.378819041746068
2000-01-02 22:52:17.640000,36.40133333333333,140.99016666666665,45.25,1.4,V,0.0065,0.0163333333333333,1.86,0.17,,,earthquake,depth free,high manual,165.2807586648455,462.6950048944541,67.06447976477388,,False,18.618397141625685
2000-01-03 01:55:45,36.6055,141.01850000000002,49.45,3.2,V,0.0056666666666666,0.015,1.49,0.14,,,earthquake,depth free,high manual,187.83140816671497,463.6251841541207,71.78915518543936,,False,12.223534101087878
2000-01-03 19:02:57.390000,36.527,141.09483333333336,44.02,2.2,V,0.0066666666666666,0.018,1.93,0.17,,,earthquake,depth free,high manual,179.65314804319732,471.285682637184,66.81012316463624,,False,5.758266762254709
2000-01-04 12:28:08.550000,36.43866666666666,140.98433333333332,60.61,1.2,V,0.0066666666666666,0.0165,1.54,0.18,,,earthquake,depth free,high manual,169.0925125604136,460.6969899011956,82.38191800615752,,False,19.182998189800102
2000-01-05 16:42:57.990000,36.39333333333333,140.956,43.46,1.5,V,0.008,0.0209999999999999,2.03,0.22,,,earthquake,depth free,high manual,164.26963493385807,459.867075530027,65.01835157599433,,False,21.652850945395617
2000-01-06 15:11:53.650000,36.631,141.0585,43.61,2.8,V,0.0086666666666666,0.0231666666666666,2.23,0.21,,,earthquake,depth free,high manual,190.95414401146655,467.4791600333308,66.3135040604356,,False,13.695298243476245
2000-01-08 21:37:05.730000,36.474833333333336,140.81050000000002,47.96,1.4,V,0.0068333333333333,0.0151666666666666,1.54,0.18,,,earthquake,depth free,high manual,172.50405176457534,446.1642351470523,68.57320836713926,,False,28.02346942279524
2000-01-09 10:52:37.740000,36.428,141.03549999999998,43.34,1.3,V,0.0088333333333333,0.0231666666666666,2.64,0.24,,,earthquake,depth free,high manual,168.46819830359328,466.7009980130069,65.53521106710036,,False,14.696015440460439
2000-01-09 13:40:49.890000,36.297,141.02966666666669,52.38,2.5,V,0.0046666666666666,0.0116666666666666,1.45,0.13,,,earthquake,depth free,high manual,153.8551108587846,466.2251068071451,74.32323479896377,,False,26.986506859858018
2000-01-10 09:40:19.910000,36.64116666666666,140.98283333333333,50.39,2.6,V,0.006,0.0151666666666666,1.4,0.15,,,earthquake,depth free,high manual,191.57265478671405,460.1907899172344,72.52944877607874,,False,17.264425321175423
2000-01-12 00:05:07.940000,36.42083333333333,141.00083333333333,46.08,2.1,V,0.0063333333333333,0.0171666666666666,1.77,0.17,,,earthquake,depth free,high manual,167.46578392318045,463.45325445742503,67.99834894057375,,False,16.23438863964743
2000-01-15 14:39:17.600000,36.525,141.11466666666666,40.93,1.5,V,0.0093333333333333,0.0255,2.91,0.24,,,earthquake,depth free,high manual,179.5882580294642,473.3077089492376,63.877025039554695,,False,8.460994944323843
2000-01-16 02:52:10.830000,36.36233333333333,140.96983333333333,40.76,1.1,V,0.012,0.0268333333333333,2.21,0.3,,,earthquake,depth free,high manual,160.96095611948343,461.49634528201216,62.38639528188598,,False,24.265796403484465
2000-01-16 03:26:28.220000,36.33883333333333,140.93966666666668,45.9,2.3,V,0.0055,0.0136666666666666,1.48,0.14,,,earthquake,depth free,high manual,158.14424960966568,458.5455428313485,67.25610234424728,,False,26.583265734462973
2000-01-16 04:41:11.190000,36.35166666666667,140.97016666666667,40.72,1.1,V,0.0125,0.0266666666666666,2.48,0.31,,,earthquake,depth free,high manual,159.78648206129694,461.5925892495304,62.334653329152246,,False,25.17102851172117
2000-01-19 05:56:05.900000,36.589333333333336,141.11700000000002,41.6,1.5,V,0.0081666666666666,0.0205,2.06,0.2,,,earthquake,depth free,high manual,186.68130758995193,473.06221602226526,64.67234745705264,,False,10.211412489821429
2000-01-21 21:06:23.800000,36.488,141.0956666666667,41.54,1.4,V,0.008,0.0191666666666666,2.58,0.22,,,earthquake,depth free,high manual,175.40450743695715,471.8047117119433,64.28228994522527,,False,9.289659609192384
2000-01-22 06:33:05.150000,36.3895,141.05983333333336,44.2,1.8,V,0.008,0.022,2.4,0.23,,,earthquake,depth free,high manual,164.32385217295223,469.0142787514189,66.51793239329147,,False,17.094845247578036
2000-01-22 22:17:40.550000,36.3445,140.978,42.26,0.9,V,0.006,0.017,1.7,0.21,,,earthquake,depth free,high manual,159.0074576925611,462.20270159848735,63.91739475733248,,False,24.959650666305368
2000-01-23 05:51:53.130000,36.437,141.02683333333334,45.5,1.7,V,0.0061666666666666,0.0161666666666666,1.77,0.16,,,earthquake,depth free,high manual,169.38069240402456,465.7020964245529,67.63653109444192,,False,13.610033270118226
